review_id,user_id,business_id,stars,date,text,useful,funny,cool
7mNsxHFs7G38RvQW1FZwBA,ytuq8ZoHI8JtqsWcFysuCg,oI7PtE3l4EoUITuUWDAPEg,5,2016-01-30,"I love going to Elle Bella. The service is great, quality of work is the best . I bring all my friends to introduce them to this spas. Anything you choose to have done, they treat you like a Royal. Highly recommend.",0,0,0
Vx5zl4YXLKTrUhPC22nmSQ,q2U5WhVBj-jzSVFSJecEkQ,dYlBcBLp3KY5Tc78d8k0ow,5,2017-07-25,"First visit to the Burgh Bites Food Truck - was best lunch I have had in years!  Sandwich was huge and normally I don't finish a sandwich that big but I had to keep going because it was that delicious!  Side of their ""torts"" - tortillas added to my treat.  I will keep looking for this truck everywhere.  Is there such a thing as a food truck groupie??  If it's in your area, don't miss it!!",0,0,0
qFNf1fjBFb9mRpbrzForMw,b9-9XmpCefla_r-6-Dm0vg,F6WcoVsxBU8tUZIDnKAkTA,5,2016-03-23,"I have since moved out of state, but I find myself wishing I could drive back to AZ just to take my shoes to Tony's. They've resoled two pairs of Louboutins for me and have made worn out pairs of heels and boots look almost new. Love this place!",0,0,0
9O1v6MT8TkPrtmgvezGgTQ,rmZF2qEDHw67FjgezaNlKQ,URn4NZvu4uj7KSFoo0jaSA,5,2016-02-19,"I am so glad I went to Dr. Jessica Turner after my car accident.  She and all the staff are so caring and have helped me tremendously in my recovery.  I absolutely adore everyone there, they treat me like family not just another patient. I would highly recommend anyone to go there.",1,0,0
-4D_62oZxmBi4CLJT7-xjQ,DGEQE_2uMLAm2u9ncBxNzg,uuaH1UNcqcV-alT6nh42WA,1,2015-06-10,"Not impressed, I paid $25.00 for two sandwiches with two slices of meat on my Italian sub their was no salami on the sub. My pastrami  had very little meat on the sandwich. The bread was hard on the pastrami. Thank you Lino for ripping us off....NEVER COMING BACK...MY FIRST AND LAST TIME TO YOUR BUSINESS.",5,2,1
uIVOC0mMDirTfTeSkCSguw,z520Id3SIaMniuHTdrlZuA,lfuXIpZ_WxIbxJxUjRTBgg,5,2014-02-15,What can I say this place is a dive bar and they offer egg roles but I don't dare try them. If you want to have a low key night where you can let your alcoholism run wild this is the bar.,0,0,0
9BkDDip73TAX7anK-xZA_g,iqMqEhYUgbYLvx2j3y_PMg,xkVMIk_Vqh17f48ZQ_6b0w,5,2012-12-02,"Craftsteak is fantastic if not the best steakhouse in Las Vegas. 

The food, service and ambiance are amazing. I planned on asking my now fiance to marry me at dinner and the mananger Jim and his staff aided me in every way and made the proposal perfect! Before moving to Las Vegas, we visited 5 years ago and this was the first restaurant we ate at. Unfortunately, it spoiled us because we havent been able to find a better restaurant on or off the strip... 

The menu is laid out to make it extremely easy to order what you want (which could be anything.. Its all good!). The servers and staff are extremely proffesional and know the menus (both food and drink) with ease. 

If you are visiting and want an exceptional dinner, Craftsteak is the place!",1,0,0
FoDXE1Df9V1tGanRM8LNGA,px4jN8rnr3scYy-E5PEjPg,MFs5_vACoLxdB5eUB5fXeg,1,2014-07-14,"We got suckered into signing up for their timeshare presentation while staying at the Flamingo. They use little old ladies to get your attention, because who can turn down an old lady?

We were offered the romance package - 2 tickets for a VIP gondola ride at the Venetian and a free dinner worth over $150 dollars! In reality, this meant a $17 shared gondola ride and dinner at a terrible restaurant whose food had no flavor.

Back to the hook, they tell you when you sign up that you will get a free breakfast\/lunch buffet when you arrive and it will take 2-3 hours and not to eat anything. Since the hubby and I had no plans, we signed up for the 9:45am presentation. We get to the desk at 9:15am the next morning. We're placed in a taxi and driven 10-15 mins off the strip. We sign in and wait and wait for our assigned sale person to take us, along with others into a room where we sit through a 1.5 hour or so presentation.

Since we hadnt eaten we were getting HANGRY... we are taken to the nearby casino buffet to have the most awkward lunch with our sales guy ever.............. who wants to sit and fake conversation while trying to pig out. When i let the sales guy know that we were not interested in buying a timeshare... he started getting an attitude. I told him straight up that we will not be buying and I didnt want to waste his time and we had plans at 1pm. He would not let us go early and was a jerk about us not trying to buy. When we started getting tired, the sales guy tried to say you need to listen to what im saying. The price started at $19k, after we said no, it went down to $15k, then when we said no again... it went down to $10k. The merry go round they send you on is a joke. First its the sales guy, then the sales manager, than the ppl who is suppose to get you your gift, then the ppl who actually get you your gift.

Overall the entire process was draining. We were there from 9:30am until 1:30pm. And their ""courtesy shuttle"" wouldn't even drop us off at our hotel. Definitely not worth the ""value"" and sales people and manager give you a hard time when you state you are CLEARLY not interested. Did they really expect me to spend thousands of dollars in 3 hours??",9,4,0
3HABn54tJlcKUhgAP2Obew,AMrSnA8wxruEv7xKtWBVIA,NQtf94_0pNCBvcNTQESpOw,5,2016-03-07,"Appointment scheduled for 11 - 1, office called at 10 and said they were ahead of schedule - which was fine with me!.  Dan was courteous and efficient and took care of the dripping faucet in no time.",0,0,0
cAWPoVw_tGIi8DXDx0eMsw,-dV7jbZpbC2j-n2_RhH7QQ,x2hx5eVl0xcqS8RPE9E1aw,1,2017-04-30,Half the flights are canceled and they don't make any effort to accommodate their customers.,0,0,0
rlg1H9KUfGWESE_3EnPnSA,fOP0huYGY0p7v9AXluXkPQ,5B2bliw6ZYnFv8VVCdoSDw,5,2014-12-22,"I decided to go to Vapor Bombz with a friend of mine for a competition they were having. Was a great experience and at the end Saul hooked me up with a new cool build that hits harder then any of mine. Good selection of flavors, mods, and rdas although the beginner stuff isn't really there or exhibited, although this could be because we were having a cloud competition. Overall I loved the store, and am going to be going back.",1,1,1
BlWl0v6SsELsvBKCukr_Qw,Ba5zh6BdVZBjhDPSdJhcGA,4Oq-eDBdcm1pR4tO9cQQiQ,1,2016-05-17,Does this place know da word Ono means good food I'm Hawaiian da food here wasn't that good tasted like junk da workers there didn't even know da dishes they were serving id stick to Hawaiian kitchen it's far and da food twice as better I should of gave you guys half a stay they didn't let me lol,2,2,0
o_BBaUROZtrR_heMjBmyWw,ihfgtwObIx98nGOwfauHRQ,4OSCK-_QoK3s7RNsJujjPA,5,2017-04-29,"Stopped in here for lunch about a month ago and just like their food truck it didn't disappoint! I got the Argentinian steak wrap. From first bite to last, it was a flavorful trip! Thanks for staying true to your food truck flavors I've had in the past! While it's a little off the beaten path you need to go and sample this hidden gem of gastro pleasantries!",1,0,1
jFDNQHaRXKjJHOKdNCdYUA,-ryG4ImWDnLMlMk1CD4Tjg,sa6uOYVXIsAuJptfGHuJog,5,2016-01-16,"This place is AAA four star quality and personal care place of business with superior customer service that makes you feel ya just belong here, professional knowledgable and demonstrates the utmost personal attn to skin care and facial products in a warm and friendly happy environment that makes you feel like coming back again and again .... Comfortable enough to call this place a warm spirit next home!! -Wayne Daniels",0,0,0
Wi805-EX1SrHcJ3eHn6U5w,bSe5RGc3-OHlabMAxR2Hrg,5iSmZO0SrKU6EoXK_1M8Kw,1,2016-01-18,"If I could give zero stars I would. We actually did a vacation package and decided to try the Monte Carlo. This was a big mistake. We arrive and waited in line for almost an hour to check in. Finally get to the counter and are told they only have two queen bed rooms available. My husband politely explained we would prefer a king bed as we are on vacation and would like to sleep in the same bed we had no need for two queens also when we booked it we selected a king bed. The woman checking us in was younger and quickly told us that was all they had and basically take it or leave it. We asked if it would be possible to switch rooms if one became available and she flat out said no. No offer to try to help us or make us comfortable just didn't care. On top of that had to pay $22 to get in the room before 3 which is a joke. We have stayed at so many hotels in Vegas and not one has ever charged us to check in early the room is either ready or not at this point we had been traveling all day and just wanted to get in our room. Had I known what we would be walking into I would have saved myself the $22.

 The room is a joke its super dated and just looks dirty. Everything down to the ice bucket looks like its been around since the 80's. The bathroom is just gross and the room had this strange odor which hit us right when we walked in. Decided to take a shower and turned the 80'style faucet on it made this squealing noise which lasted the entire shower I was honestly afraid to touch anything it clearly had not been properly cleaned for who knows how long the shower head had mildew all over it. The worst part was getting out and grabbing what I thought was a clean towel I could smell it right away it smelled like burnt Carmel and dirt seriously I almost threw up at the very least provide people with clean towels! After this we literally dropped our luggage and left couldn't stand to sit in the room. 

We went over to aria which we love! And they helped us out with super fair room rates for 4 nights. Yes it was so bad and we were so unhappy with the service we paid more money to stay at a different hotel! We went and checked out and expressed our dissatisfaction and right away the woman explained they can't refund us the nights and could do nothing for us. My husband tried explaining he understood they couldn't refund us but he wanted them to know how bad everything was and that we actually paid money to leave ! She hardly acknowledged our complaints and sent us on our way. Not even an apology or offer to cover resort fee or anything could seriously care less about the situation. I was super disappointed I expect more from an mgm property. It sounds like this is a recurring situation as I went over to aria to get checked in and they agreed Monte Carlo is one of the worst mgm properties to stay at. I understand the folks working at the check in counters have no control over the condition of the rooms but at least say sorry call a manager over and pretend to care. We were just dismissed like okay move on we got our money and we don't care attitude. Spend your money staying at aria there room rates are very fair and the basic rooms are updated and beautiful. The service at aria is exceptional they make you feel like royalty from start to finish. Monte Carlo needs new management and a renovation asap!",1,0,0
pYaJwKjgAGlPaETkTqXYGA,7MI0oX7_fTwjU5NML80jsw,Zgfvh8mqR8IK1_rQ95UZ4w,5,2009-12-14,No better school out there. The academics are on a national level (check the awards) and the athletics are always at the top in the area. CCHS is not just an education it is an investment.,5,0,0
XaUXe8hvt8aMHAiJOYvjPg,d_FloL0KhUcgsqsJnwp0fw,_C-KsbyON91RH6cWKUfT5g,5,2015-03-09,"We go here all the time, and I've never had something I disliked. The crab cakes are especially awesome.",2,0,0
B1Rgrt9AUReSeb89FJDWqw,OQSz8kTpqOZSBvmJ4P8_IQ,ZFd1nyu1jB7bpZun-KHErA,5,2011-03-08,"I would be lost without my ""treatments"" from Carrie. I have had the pleasure of going to Carrie for over 5 years.   Her quality of service is alway ""top notch"".  

Above all, Carrie is extremely professional, caring individual who is dedicated to making you be your  BEST!",0,0,0
xtY1laU3kqQNdhwjsrM5iQ,vKyXfuCwQ_9aKMy760DZ8Q,3_QNAH8yVzY0sBPftWyNhQ,5,2015-02-17,"Normally I don't give 5 stars, but this place amazed me. I had Joe and he is one of the best masseur I've ever had. I've being going to different massage spa around, but I cant find someone like Joe. Joe's massage were direct, accurate, and amazing. I was able to sleep pain free for the past three days. So if you are looking for a great massage in town, this is the place!!! I'll totally recommend Joe. You wont regret!!!",1,0,0
uqsWk_bgIILO5Gx1yQISDA,lLN3ln8mG4QJvepJIS9znQ,0XEqyl_lVaJNHRKxNcjJZg,5,2015-01-11,Friendly service from the moment we walked in! All the staff was helpful and full of energy. Great price for great food ! I would definitely come back next time I come to Vegas,0,0,0
CEsbMKe1VQdq-MXrDCQ9Pg,6nSGen1iDqt5r97yxEFULA,OBrKwnh400OrIs1i5Xp3CQ,1,2014-06-04,"Another fail at the lake! 5 star pricing with 2 star food and 2 star staff! I left starving and disappointed! Out of almost every wine I asked for ON their menu, app's were sub power and the chicken lettuce wrap tasted like rubber soaked soy sauce. Huge disappointment! Staff looked disheveled and unkept. I felt like I was at Vinnie's all over again but with 131 main pricing. :(",0,0,0
qUFv-t5MT0lPjvE1nMFYGg,x1Vd-NQATDMJyvP24VGfYQ,XETJL05OGIi-WliFzgk7cg,1,2015-09-04,"Buyer Beware - Extremely underwhelming and bland . . . I ordered their signature orange chicken and honey walnut shrimp with a side of steamed rice. All three items were super dry and flavourless . . . Portions were minimal and I can tell the server was counting the pieces of chicken and shrimp spooned into my take-out box. Overall the service, flavour, food quality and dollar value per portion are way below average . . . I would advise against dining here. However, if the craving persists then head to Schezwan Express, which in my opinion is a much superior alternative than this dismal establishment.",0,0,0
wAOBa4JgiYd9SY4LjBAN1A,p9sr9uO4bEr1CYk6a1c-2A,6FGfOWph7YG1JUGl7B7ooA,5,2015-09-01,These cakes are truly delicious! I don't think I have ever tried a cake so moist. And the frosting is to die for! It is delicate and light while still having a delightful and whimsical taste. I would highly recommend this to anybody in the west valley!,0,0,0
VMAlJVtRuaBEI50TeM2Ixw,e5JrU4LEfiXqznqo8jLdPQ,_3olhuCXhoqjy4M2rBp1YA,5,2016-03-27,"With   a name like Golden  Tiki i wasn't  sure  what to expect but once inside  it had a truly  unique  vibe that is hard  to find  in Las Vegas , USA . I heard  about  it on Radio Vegas  and I'm  glad cuz otherwise  I wouldn't  have known  what I was missing !  Super eclectic  . Trė chill ...",0,0,0
YuE6ShJ2Zc7EH-qXyr0_gw,7Ri5xkuj6rMvD8F2zjWFow,Fn33de7Ans4x9YD2T7QgAA,1,2012-07-03,"The place is very cozy and well decorated. The service is a little slow, because the owner is both the chef and the waiter of the place. Food tastes great and the portions are fair. The restaurant is a mixed style of Chinese, Vietnamese and Thai cooking. Been there twice, he owner is very friendly and the dining experience was very pleasant.

UPDATE!
I recently saw something that disgusted me... I was waiting in line to pay, and saw the chef scoop frying oil directly from the fryer to cook the food.

As a future biochemist, I am absolutely disgusted as I know how much toxic compounds are generated when frying food under high temperature. The oil must be changed after several days as its contents such as polyacrylamide from frying potatoes can cause breast cancers, let alone having the customers to eat it.

TL;DR: The food tastes fantastic, I still hold my opinion on that, but using deep-frying oil to cook my food is just disgusting, and the review remains 1 star (dropped from 4) until something is changed about that.",14,6,3
6tlv4f1qmyi2Gk8Nnpqg-Q,GMNxpfq85ZMG-FZ6M62jew,8UBOqmp97HzYB15PfKsChw,1,2016-01-16,"Bought a second car from them hoping to have a better experience with them the second time around and SURPRISE it was even WORSE. Awful customer service, will never buy or recommend anyone visit this dealership again. The GM, Lee Butler, might be the most arrogant egotistical person I have ever talked to, come back down to Earth buddy. Try not to call your customers ""Mentally Unstable"", doesn't get you anywhere especially when it's your dealership that doesn't know how to follow through on a sale and go above and beyond for your customer. 

My sales rep, Matt P was good all the way up through me purchasing my vehicle but after I signed the paper work, the service gutted from that moment on. Love the Lexus brand, will be purchasing my Lexus vehicles in the future from outside Las Vegas as the Henderson dealership is owned by the same people.",8,0,0
td1-FIPcxxw7JqJkLon5yQ,N5BleuOPf1roIlvu7xFoTw,DZxE9J1G5t593ojY0qXkFg,1,2015-07-17,"Frustrating....I use them for simple pant\/jean hems as it is an easy alteration....I do not mind the fact that they over charge for it as the Sherway location is close to my office....however I will never use them again due to a complete lack of customer service....there has never been a single time when the alterations have been on time, rather I always have to come back later on to pick up the garments....so much for convenience!...today I was suppose to pick up two pairs of jeans with euro hem finish...I had dropped them off Tues, and asked for a Friday 2pm completion...the lady told me no problem the job usually only takes an hour to do, obviously very disappointed when I showed up today at 2pm only to find out yet again that the jeans had yet to be touched and were not ready.  Frankly their business model is based on volume....which is great for them as you pay up front...however my time is more valuable, and I prefer to work on my schedule being the customer....not theirs!  I spent a good deal of money at this place over the last year, but never again!",7,0,0
RwazepNhf3kpOVM4oAlAFA,CWAvrpG2Tf1XBCVCg7E7KQ,OBvPj3NiXxt47fjsQ0edsQ,1,2017-03-04,"They rip you off on everything! Cover 50$ no drinks. Change rate is 9 house singles for 10$ and you can't change them back. When you buy a private dance they force you to buy one more drink, why??? The only special thing in this place is that they suck your money, letting you feel bad about it!",11,4,1
qCdn2NHTdPMlrb-jpVcBsA,a-3qWtHY-X8D9kocRwOdDg,pNVRNptxW2u_WhQ0Fs-g9A,1,2017-11-26,When this place opened it was wonderful. It slowly declined to the point at which we gave up on them. In the spirit of nostalgia we finally ordered again. We ordered a pepperoni and extra cheese pizza. On a smallish large pizza we got 17 pepperonis and shuddered to think about the amount of cheese that the people that didn't ask for extra cheese got. When we called and spoke to the manager she succinctly told us that all toppings are standardized and pepperonis max out at 20 per pie. That's 2&1\/2 per slice. That's far too few. This company's M.O. is the same which dictates how many pickles and how much ketchup McDonald's puts on a hamburger. SAVE YOUR MONEY!!! BUY PIZZA HUT OR GRUBHUB METRO PIZZA!!!,0,0,0
V-Yn9FKojEGDq5CwTnsdkw,55BkdtLW0h23JocouHgLtw,9Dpk8U2-7bETxk6MSfCM-A,1,2014-02-15,If you want to get ripped off then come here. Pay cash only! I was here for 45 minutes and paid for 18 beers.,1,0,0
ij4ffj1HgjHwI7ZOUsxAHg,n1-dnexL_sB1k_dEmEznNA,N0tYWq39ZTtHGD1I8Y0i3Q,1,2015-01-31,This is  the worst place I ever been I preorder a game from them and I never heard from them I did pay $40 on that and they went and sold. It with Out calling Me . When i call about. Getting it the manager. Was rude and unhelpful told me that. He was going to see about getting it for me yet its been 2 weeks and i haven't. Received. Anything not even an apology,0,0,0
w3irLJBw_51-2HRifGCf7w,V_ECYZMnHoyU-YxhoSC9ZQ,oIBkmA_VaUif2ff2L-ZjwA,1,2015-11-11,"The worst! Rude people, long wait time even with an apt. And didn't seem safe that someone was working on their ceiling while we were there and there was hardware all over the floor.",1,0,0
5EG-hVNgW14TJJByOcITeg,n28qz1Lt9ROormO7eCooOg,kCOhd5rCW4CAxD7GNdeUyQ,5,2017-06-26,"We have a pool in our backyard. Which meant when our baby girl started crawling at 7 months, we knew it was time to teach her survival skills if she ever fell into our pool. I researched traditional swim schools around the area and felt that they didn't have any motivation to teach our baby those skills. Because let's face it.. the more classes they get out of us, the more money they'll get. Also, we did a trial class and baby girl screamed bloody murder through the entire class.

So I did research on private swim lessons. We found one which requires us to take the baby to a determined location 5 days a week for 10 minute lessons. It came with a 4 week guarantee, but I felt the hassle of driving there, driving back, and tugging along a feisty baby girl who hates her carseat was just too much work.

That's when I stumbled on Sunsational Swim School! The fact that the private instructor comes to your home is priceless! After the 30 minute lesson is over, we just take baby girl upstairs to wash up!

Sunsational Swim School found and partnered us with Shannon. And we love her! She's easy to communicate with in case things come up, she's flexible, she's easy to talk to, she's fun, and my baby girl loves her! She's patient with my baby and caters the lesson around her. All babies are different. They love and hate different things. And I can tell that my baby girl is comfortable and happy. That's the most important thing. 

Our first swim lesson went significantly better than the trial lesson we had before. And by the second lesson, baby girl was comfortable enough to glide under water. We're still working on floating, but lessons are going so well. And I'm so glad that we chose Sunsational Swim School. And I'm soooo happy that they paired us up with Shannon!",4,1,3
9G7jZQTAdXeGk65MQSGNrQ,5S7-WZ0kbaGpaNszUbZ2ww,O84mJ6gW1SBEpLZGSc9zbw,5,2016-01-01,"The best ""breakfast"" place. Best food and service and prices and hours. Full menu anytime. (I only dream they had booths and kept the temperature more comfortable).",0,0,0
JIJ4-k7dHU7pGFaoHUNCrQ,gbmxvnQ1ZC6XA3X37NPQ1A,bRR4gsjHv0F_RnRGjQBqlg,1,2015-03-20,"Again, a soft charge and a hard charge are two diff things. As an owner you should know that, I also sent you copies of my charges. And u did not call me back, I had to finally call you again and leave another message before I was finally called back. 

My complaint was that of one Italian ice having frost bite and that's because I hadn't seen the second one that I bought in till I actually went to open it later that week. At that point I didn't not bother to contact ur shop back because I was already disappointed. If your going to explain the story please do so correctly without trying to continue to point fingers. Your employee was extremely rude to me and you yourself made me feel like I was lying! Had you apologized the correct way, I would have been happy. But instead I got nothing but excuses and you told me ""if every customer called u and told crap"" BS! That's not customer service!",2,2,0
yNtx5xUC6bbksYGAVDb7ZQ,HbCTVDIQlpWYHzfudJRRHw,AN98dekZtXDplAzmzKS8Yw,5,2014-07-08,Our family's favorite NY style pizza in Cave Creek.  We get a pizza and friend zucchini at least once a week and my kids are in there several times a week for Italian ice.  Everyone who works there are the friendliest people and always chat with us.  When they close for a few weeks each summer for vacation we have withdrawls!!,0,0,0
NzY8ZmMsBQmhBKizIEkYng,tnUg3SNuHlmhhvjEaJc1Dw,orMlHMLyHSldYgzfFTaeoA,5,2012-04-08,"I was impressed. Steak was cooked perfectly. I asked for medium-rare and it actually came out medium rare. The waitress was attentive and had a great, friendly personality. The sides were tasty as well. I had a couple mixed drinks that were made by a professional. So many people want to be bartenders but few actually are. The bartender here can call himself a professional. Great drinks.",1,2,2
JF0OodwxNo4-B5ZO1t613A,9KOHkLtPVVL5h2BleBnRnA,m0TPVaF2ZSXNUy6AuCdYVA,1,2016-08-29,Won't answer the phone or return calls but had no problems cashing the check. Still haven't received our documents.,2,0,0
oUtBFxnn6lHoFDhTThsevQ,KjwNKscXygxh-E1dov3xyw,p-wnqIJkii8YWAFjEWRf8g,1,2014-07-03,"If I could give this place negative stars, I would.  DO NOT GO HERE, by any means. I was visiting Arizona from NYC and had YELP'd this place and I saw decent reviews. I came in and explained to the barber (should've gotten his name, but I was so pissed that I forgot) exactly how I wanted my hair cut.  I said multiple times, ""Not too high.""  As he started cutting my hair, I felt it go higher and higher, and whenever I would turn around to look at my hair, he would say, ""Would you just let me finish?""  Who the hell says that?  This is not a blind makeover show that you can just do whatever the hell you want.  I could feel him get more irritated.  But this is my hair, so I told him again, ""This is way too high, don't go any more higher."" And what does he do, he completely shaves a little less than half of my hair off.  A part of me thinks that he already knew I wouldn't like it and would never come back, so he decided to just make it as bad as he could to piss me off.  I don't know.  I was so upset and he could tell.  And then he goes, ""Well you don't gotta give me nothing.""  Damn, right, I ain't giving you jack.  If anything, you guys need to give me money for walking around looking like half a chia-pet and Mr. Clean gone wrong.  

I came home and was extremely unhappy and everyone who has seen me says that it looks like he was just doing an experiment on me.  Again, I warn you.  AVOID THIS PLACE BY ALL MEANS!",13,5,1
CY0cvaSvNFbsV68Tl219dw,5FzfgitE7XX8ssbjUXUsvg,jDLHhjcBxOUOM9ayARavPw,5,2017-08-07,"I would recommend this family-owned business to anyone because Yelena did such an amazing job tailoring my Pronovias lace wedding gown. I can't thank her enough for all of her hard work and kindness. I ended up calling Yelena my Fairy God Mother because she helped me out with a very expensive dress that was ordered in the wrong size for me by the dress shop. It was a stressful time in my life and she truly fixed my dress problem and did not over charge me even though she could have! She took my dress in at the waist, added cups and a bustle and significantly lowered the back of my dress and charged me 50% less than what the other alterations companies were quoting me. She has an incredible work ethic and is extremely talented and a true perfectionist. She truly cares about the product that she leaves you with and I am so so so thankful that my sister-in-law recommended her to me!!!! I hope that other brides can benefit from her as much as I did because she became a friend to me by the end of the project. I moved away or would use her for all my my alterations needs.",0,0,0
zt9p-KbFSnzWzHek58MhCQ,2bGyYaIkUauy4ES6fcW46Q,WpbkeSoLwDYjzGMRzedbwg,1,2015-04-22,"I must say you better read all of the small print before you sign the electronic documents! 
In my 51 years of life I have never experienced an unethical company like this before. I took a job out of state and had to break the lease after 8 months. I fully understand that I would need to pay a penalty BUT 3 levels of penalties is crazy. I will let you be the judge.

1) $1,500 lease breakup charge
2) $1,200 (approx) repayment of discount I had received over the past 8 months
3) I had to give 60 day notice instead of the customary 30 days $900

So all total I had to play $3,600 in fines and penalties 

I can understand the repayment of the discount and pay the regular rate, but not all 3 of these.",16,0,1
RvryQr_pHzQIJuTF4zUsoQ,4nn-OZzFXFCRTNgOkVSvuw,m5SS4RUOv1WfHyg7kO-cwQ,1,2017-02-06,"I'd give them a zero if i could. Sent by my warranty company, AHS, who obviously doesn't care about the customer. All you have to do is read these reviews and see they keep using these pretenders. Four trips to repair a dryer over a 3 week period. 1st visit: 30 seconds to diagnose problem (motor). 2nd visit: replace motor, but blows out the switch (According to tech) 3rd visit: repair switch but dryer still doesn't work, so tech says he needs to order a control panel. 4th visit: tech plugs\/unplugs wire at rear of motor and says dryer works and walks out. Now remember each visit is separated by 3-5 days of waiting for parts and scheduling. Twice the guy showed up and never even spoke to me. I opened the front door and he walked right past me to the laundry room without even saying ""Hello"". I don't think he even took the new control panel from the box! I wonder who paid for that? As a warranty customer, you have a right to choose who does\/doesn't come to your home for a repair. If you see that this place was assigned, call the warranty company and demand a different servicer.",2,0,0
FS2RVJ3GbyFFC9C6aXW0vQ,QY1cEzj8X0VHv7R11SVTeg,e0CTLPxTnFEQSqQ1FJUqog,1,2012-07-18,"Not impressed at all. I had to keep my car another week because my father passed away. I called to extend and told them why I had to extend. No note was made and I paid over 500 for 12 days. Should have been 400. 
You will take TWO busses from the Vegas airport to get the car...not worth it . 
Driver from fox was very slow. Too frekin slow.",0,0,0
RU24xN11rb4MGtG2qazYsg,Ve5gbq2Q-oWnIz5jXlZMAA,BZm3QkpLhO2TBNHKd0DbBQ,1,2016-10-15,"As a tourist in Toronto I enjoyed an amazing week of sightseeing and experiencing great meals and kind souls. That all ended when I walked into Gabby's... I was met with such harsh rudeness and such an abrasive attitude that I felt I just got splashed in the face with acid.

I can honestly say that i didn't bother to try the food or drink, and I walked right out. Not sure what your business model is, but I'm not buying. 

Pro tip - if you like being treated like a human being, don't come here.",2,0,0
6he7RVWPPR-6ZV5CYuC2Xw,ZKBsCsyzDhOVpCHNdGlppw,eL-Kt8e-YuQHAldqI6BfVQ,5,2017-12-07,Gwen is great at her job. She is always friendly and helpful. We were looking to buy at one point and couldn't quite get approved. She set us up with financial and credit repair companies and we are working hard to get to a point to buy. She also has helped us find rentals in the past. I would recommend her any time!,0,0,0
4N3VBUywrSQKzl_lAkP2Bw,KNRwbAKYzHXjaWGQJc_pTg,KpFgHrxoVOiwfpR0f5KXUA,5,2016-04-10,"I usually don't think much of organic places, but Thrive made me rethink my whole life. Especially the pretty brunette that works the counter, I would eat grass and ride a bicycle to work to impress her. 

Thrive has very interesting items on their menu. The Squash Quesadillas was a real delight.",1,5,2
fyvn0QAW4HDMfz6cHuqcOw,r1jbxBm2kQwan6BUYbO4sw,xW4dkUdC4bDDrTE8RA6W3Q,1,2017-07-19,Slowest service I have ever experienced. Seen 3 people walk out of here in the past 20 minutes. I'm still waiting for my tea. Btw stay away from simple things like bagels and croissants. They can't get that right either. Ordered a cappuccino yesterday and they messed that up as well. Go figure ...,1,0,0
EBt2evjMmNbZeOoRJDY_hw,HQcT9ex60h9IIyYcLSLPvA,DkYS3arLOhA8si5uUEmHOw,5,2016-07-01,"This is a key must have during any trip to vegas.
Ive been to Vegas going on my fourth trip and this is one of those meals that will make you wish they had one back home. 
I always make sure to buy extras to take home with me on my flight back home. 
The last time I stayed in vegas I probably ate it 4-5 days I was there for lunch and for dinner.
The hours at this location are amazing they're open 24 HOURS A DAY! 
The sandwiches are hot and they definitely live up to the hype.
Located in Planet Hollywood it has that bistro kinda vibe to it.
My all-time favorites are the Hawaiian BBQ and The Full Montagu.
After ordering it takes about less than 10 minutes to your food which is definately worth the wait.

I highly reccomend those who are visiting vegas to give this a shot. You wont regret it !",2,1,2
IAU8qzZNgd42YwrSFPvQog,phmuha2iKBlXSqyf5Tm79w,xsM4tE7cQxpAcXIWn0AtXA,5,2015-10-30,"Amazing! Food was great, the chef came out and greeted us everything was delicious! I would definitely visit again",0,0,0
0Tf-KJLrrvSgngmU8QsGpg,vpKEudkakkXXIuuwUgd6rQ,Y3rOuEeUztjw5PU9Dqs8Vg,1,2016-02-27,"I just had the worst experience hands down with this company.  Fist off never seen anyone approach taking off a sink facet with a saw and scratch out black sink up.  Left a total mess and refused to clean it up stated "" I'm not a janitor "" .  Called his office they hung up on me.  I would never want this company doing work in my home.  There whole company is rude and not sure how they are in business ! All I expect is for you to clean the mess up you made.   And they did not even attempt to and now one in the company cares.",0,0,0
n0qHzTGAVsv9FGyDKYX-zg,jzHW1mUQToEtax3DB5r5tQ,ty5KQYqYRxwXDG_e4pz-4w,5,2017-02-05,amazing experience again!  i went to a show back in 2016 and this time 2017 was just as amazing!!  full of no holds bar jokes on everything and the show itself was full of amazing performances!!  great job!!,0,0,0
PDn5lAFpxRG-HIjDh3kkFA,qJZCiO3qSOygLLxzX8l1wg,SrLV2Ymn39DZsKjyYHdaBA,5,2014-08-24,"Just came back again, and it was even better.  It was exactly what we were looking for, although their gnocchi was a bit rich\/heavy for us.

Beet & root vegetable salad = Really good
Burrata cheese on arugula & tomatoes = the arugula & tomatoes were warm, and the cheese, so nice, smooth, and creamy.  Perfectly complementary.

Gnocchi = a bit rich, but still very good

Pavlova = With raspberry cream.  As a person who doesn't typically like raspberry stuff, this was done very well.  I ate my share of it, happily.

Great part about this place: their beer taps rotate somewhat, so I get to try new stuff.  :D",0,0,0
G2936cEptJCd_kSV4XlVCw,eYcENaUsIJyBqnbLC3QpCQ,9fBwxdHyJRS1nLkMJ8cavw,5,2017-11-03,"Excellent service, no charge at all for Mark (the guy in the photo) to check my car. Had to give him a tip. Super honest guy, very honest staff they have. If you're having problems with breaks, go here; even if you're coming from far away, we'll worth it.",0,0,0
